3694;41;2017-07-19;45
3814;41;2017-07-19;70
3898;41;2017-07-19;39
3449;41;2017-07-19;37
4059;41;2017-07-19;16
3567;41;2017-07-19;65
2959;41;2017-07-19;57
3610;41;2017-07-19;51
3786;41;2017-07-19;6
4391;41;2017-07-19;9
1429;41;2017-07-19;66
1429;42;2017-07-19;15
2272;41;2017-07-19;37
1761;41;2017-07-19;21
3655;41;2017-07-19;40
2133;41;2017-07-19;68
556;41;2017-07-19;78
3254;41;2017-07-19;55
4393;41;2017-07-19;67
4976;41;2017-07-19;70
2349;41;2017-07-19;34
3221;41;2017-07-19;65
3221;42;2017-07-19;84
882;41;2017-07-19;65
