3694;11;2017-07-06;6
3814;11;2017-07-06;56
3898;11;2017-07-06;34
3449;11;2017-07-06;42
4059;11;2017-07-06;78
3567;11;2017-07-06;16
2959;11;2017-07-06;21
3610;11;2017-07-06;52
3786;11;2017-07-06;63
4391;11;2017-07-06;71
1429;11;2017-07-06;79
1429;12;2017-07-06;51
1429;13;2017-07-06;5
2272;11;2017-07-06;36
1761;11;2017-07-06;19
3655;11;2017-07-06;69
2133;11;2017-07-06;41
556;11;2017-07-06;71
3254;11;2017-07-06;67
4393;11;2017-07-06;69
4976;11;2017-07-06;35
2349;11;2017-07-06;49
3221;11;2017-07-06;69
3221;12;2017-07-06;21
882;11;2017-07-06;60
